Customer ID,Transaction Date,Transaction Amount,Category,Region,Prior Purchases,Engagement Tier
CUST033,2024-04-29,203.83,Electronics,North,2,Active
CUST033,2024-09-17,907.29,Clothing,East,3,Active
CUST034,2023-05-08,645.61,Books,East,0,New
CUST034,2023-11-07,94.49,Health,South,1,Active
CUST034,2023-11-30,963.02,Books,East,2,Active
CUST034,2024-03-23,508.1,Health,South,3,Active
CUST035,2024-01-26,425.4,Clothing,South,0,New
CUST036,2022-01-20,164.43,Home,North,0,New
CUST036,2022-08-22,565.66,Books,South,1,Active
CUST036,2022-09-06,908.49,Books,North,2,Active
CUST036,2023-06-26,973.28,Clothing,North,3,Active
CUST037,2022-08-10,716.11,Health,East,0,New
CUST038,2024-04-23,961.58,Electronics,East,0,New
CUST038,2024-11-26,902.15,Health,East,1,Active
CUST038,2024-12-29,986.35,Books,North,2,Active
CUST039,2024-04-15,394.29,Health,North,0,New
CUST040,2022-03-17,55.99,Health,West,0,New
CUST040,2022-09-19,296.85,Books,East,1,Active
CUST040,2022-12-05,972.06,Home,West,2,Active
CUST040,2023-08-14,574.36,Electronics,West,3,Active
CUST040,2024-02-16,124.91,Clothing,South,4,Active
CUST040,2024-05-21,126.98,Books,East,5,Power User
CUST041,2022-03-05,787.32,Electronics,South,0,New
CUST041,2022-09-26,169.61,Clothing,West,1,Active
CUST041,2022-11-09,16.88,Home,East,2,Active
CUST041,2023-09-12,914.11,Home,East,3,Active
CUST041,2023-12-18,257.74,Home,North,4,Active
CUST041,2024-06-11,418.49,Electronics,North,5,Power User
CUST042,2022-06-05,278.64,Health,West,0,New
CUST042,2022-06-24,774.52,Clothing,East,1,Active
CUST042,2022-12-07,259.26,Health,South,2,Active
CUST042,2024-03-31,662.11,Electronics,East,3,Active
CUST042,2024-05-27,632.65,Electronics,West,4,Active
CUST043,2023-02-11,99.39,Electronics,East,0,New
CUST043,2023-07-20,954.39,Home,West,1,Active
CUST043,2023-07-27,963.98,Health,East,2,Active
CUST044,2022-06-16,804.18,Books,West,0,New
CUST044,2024-10-17,993.04,Health,West,1,Active
CUST045,2024-09-19,473.97,Home,East,0,New
CUST046,2022-11-18,344.24,Electronics,East,0,New
CUST046,2024-05-27,878.7,Books,North,1,Active
CUST046,2024-06-03,289.21,Clothing,East,2,Active
CUST046,2024-07-24,675.79,Books,West,3,Active
CUST047,2023-06-29,893.13,Electronics,West,0,New
CUST048,2023-09-20,653.46,Home,East,0,New
CUST049,2023-05-16,666.87,Books,North,0,New
CUST049,2023-06-15,374.04,Home,East,1,Active
CUST049,2023-08-15,106.2,Home,North,2,Active
CUST049,2024-08-10,763.9,Books,South,3,Active
CUST050,2022-05-12,193.01,Electronics,East,0,New
CUST050,2023-06-14,102.74,Books,East,1,Active
CUST050,2024-06-27,326.85,Health,South,2,Active
CUST050,2024-09-18,120.09,Electronics,South,3,Active
CUST050,2024-12-23,469.06,Clothing,South,4,Active
CUST051,2022-02-22,437.63,Home,North,0,New
CUST051,2022-12-02,369.99,Clothing,South,1,Active
CUST051,2024-08-20,709.18,Health,North,2,Active
CUST051,2024-11-24,588.47,Home,West,3,Active
CUST052,2023-03-09,680.79,Health,South,0,New
CUST052,2024-06-20,434.7,Clothing,East,1,Active
CUST053,2023-10-27,135.79,Home,South,0,New
CUST053,2024-02-19,479.43,Home,West,1,Active
CUST054,2022-06-14,288.13,Home,West,0,New
CUST054,2024-02-18,856.91,Clothing,East,1,Active
CUST054,2024-05-10,80.48,Electronics,North,2,Active
CUST054,2024-10-02,381.12,Health,East,3,Active
CUST055,2022-07-25,317.87,Electronics,West,0,New
CUST055,2022-08-03,641.18,Books,West,1,Active
CUST055,2023-02-28,50.37,Home,West,2,Active
CUST055,2023-05-06,888.22,Health,North,3,Active
CUST055,2023-07-24,929.04,Books,East,4,Active
CUST055,2023-11-28,444.58,Books,North,5,Power User
CUST055,2024-10-11,52.73,Books,East,6,Power User
CUST056,2022-02-09,220.22,Health,South,0,New
CUST056,2022-03-23,611.47,Home,East,1,Active
CUST056,2023-08-21,990.15,Home,East,2,Active
CUST057,2022-02-28,148.1,Health,South,0,New
CUST057,2022-07-06,731.72,Home,South,1,Active
CUST057,2022-09-06,513.48,Health,West,2,Active
CUST057,2023-04-11,663.38,Electronics,East,3,Active
CUST057,2024-06-19,859.83,Home,East,4,Active
CUST058,2022-01-13,164.46,Health,East,0,New
CUST058,2023-03-30,146.15,Books,South,1,Active
CUST058,2024-06-25,510.2,Clothing,North,2,Active
CUST058,2024-11-19,631.28,Home,East,3,Active
CUST059,2022-05-21,940.1,Clothing,East,0,New
CUST059,2022-07-10,364.88,Electronics,North,1,Active
CUST059,2023-04-11,265.36,Books,East,2,Active
CUST059,2023-04-20,249.43,Electronics,South,3,Active
CUST059,2024-06-24,903.53,Home,North,4,Active
CUST060,2022-02-10,190.01,Books,South,0,New
CUST060,2022-05-26,922.66,Health,East,1,Active
CUST061,2023-05-04,355.72,Home,West,0,New
CUST061,2023-07-17,941.05,Health,North,1,Active
CUST061,2023-09-29,891.11,Electronics,South,2,Active
CUST061,2024-05-23,699.77,Health,North,3,Active
CUST061,2024-11-06,698.79,Health,East,4,Active
CUST062,2023-01-07,247.17,Clothing,East,0,New
CUST062,2023-01-08,494.56,Home,West,1,Active
CUST062,2023-11-01,772.29,Home,South,2,Active
CUST063,2022-01-12,602.67,Home,West,0,New
CUST063,2022-06-21,987.02,Electronics,West,1,Active
CUST063,2023-05-14,610.36,Books,West,2,Active
CUST063,2023-12-09,414.86,Clothing,West,3,Active
CUST063,2024-12-03,950.91,Electronics,South,4,Active
CUST063,2024-12-29,974.65,Health,North,5,Power User
CUST064,2022-08-23,773.26,Books,West,0,New
CUST064,2023-03-28,937.36,Home,West,1,Active
CUST064,2023-06-09,572.63,Home,West,2,Active
CUST064,2023-07-04,507.61,Electronics,East,3,Active
CUST064,2023-10-09,582.5,Books,South,4,Active
CUST064,2024-05-10,325.79,Books,West,5,Power User
CUST064,2024-06-10,808.77,Electronics,West,6,Power User
CUST065,2022-10-23,893.63,Books,East,0,New
CUST065,2024-02-24,181.47,Books,South,1,Active
CUST066,2024-08-10,622.04,Electronics,West,0,New
CUST067,2023-10-25,366.59,Books,East,0,New
CUST067,2024-07-23,335.38,Clothing,East,1,Active
CUST068,2022-04-13,687.39,Clothing,West,0,New
CUST068,2022-08-21,763.18,Clothing,South,1,Active
CUST068,2022-08-26,433.27,Books,South,2,Active
CUST068,2022-11-13,229.89,Health,South,3,Active
CUST068,2023-02-12,836.95,Electronics,West,4,Active
CUST068,2023-08-06,852.63,Health,East,5,Power User
CUST068,2023-11-02,223.66,Home,East,6,Power User
CUST068,2023-11-29,35.1,Health,East,7,Power User
CUST068,2024-01-29,255.25,Books,East,8,Power User
CUST068,2024-02-20,106.86,Home,North,9,Power User
CUST068,2024-03-25,857.92,Home,East,10,Power User
CUST068,2024-07-24,793.66,Books,East,11,Power User
CUST069,2022-06-14,547.27,Home,East,0,New
CUST069,2022-07-25,337.59,Electronics,North,1,Active
CUST069,2022-11-02,118.95,Electronics,North,2,Active
CUST069,2024-06-11,990.6,Health,East,3,Active
CUST070,2022-06-30,817.31,Health,North,0,New
CUST070,2024-02-16,55.54,Home,East,1,Active
CUST071,2022-01-06,734.67,Health,North,0,New
CUST071,2024-03-07,638.74,Books,East,1,Active
CUST072,2022-03-01,372.7,Clothing,South,0,New
CUST072,2022-03-17,596.49,Electronics,North,1,Active
CUST072,2022-06-01,54.78,Books,East,2,Active
CUST072,2023-05-05,728.7,Health,East,3,Active
CUST072,2023-07-01,634.83,Electronics,West,4,Active
CUST072,2024-07-06,20.73,Clothing,West,5,Power User
CUST072,2024-07-11,100.37,Books,South,6,Power User
CUST073,2023-12-14,164.87,Electronics,West,0,New
CUST073,2024-02-16,50.32,Clothing,North,1,Active
CUST073,2024-10-25,558.32,Home,East,2,Active
CUST074,2023-08-12,177.8,Clothing,North,0,New
CUST074,2024-09-30,962.55,Books,South,1,Active
CUST075,2022-05-22,895.88,Clothing,North,0,New
CUST076,2022-05-03,318.59,Books,South,0,New
CUST076,2022-11-08,819.83,Electronics,East,1,Active
CUST076,2023-08-20,618.86,Health,East,2,Active
CUST076,2024-09-15,562.82,Books,West,3,Active
CUST077,2022-11-22,523.6,Health,East,0,New
CUST077,2023-11-09,61.16,Health,South,1,Active
CUST077,2024-01-12,558.81,Home,South,2,Active
CUST077,2024-08-27,947.78,Electronics,West,3,Active
CUST078,2023-12-28,663.6,Home,West,0,New
CUST078,2024-09-25,127.63,Health,West,1,Active
CUST078,2024-09-29,587.54,Books,East,2,Active
CUST079,2023-01-04,909.18,Electronics,North,0,New
CUST079,2024-04-30,109.77,Clothing,West,1,Active
CUST079,2024-06-24,112.09,Clothing,West,2,Active
CUST080,2023-03-10,26.42,Electronics,West,0,New
CUST080,2024-09-02,755.84,Health,North,1,Active
CUST080,2024-11-08,460.0,Books,North,2,Active
CUST081,2022-07-23,864.47,Home,South,0,New
CUST081,2022-07-30,732.31,Home,West,1,Active
CUST081,2023-09-01,700.05,Books,East,2,Active
CUST081,2023-10-23,824.37,Books,North,3,Active
CUST081,2023-10-28,527.02,Clothing,East,4,Active
CUST081,2023-11-11,545.23,Electronics,East,5,Power User
CUST081,2024-08-03,554.03,Electronics,North,6,Power User
CUST081,2024-08-26,376.94,Health,West,7,Power User
CUST083,2022-12-25,46.52,Clothing,North,0,New
CUST083,2024-10-04,231.36,Clothing,West,1,Active
CUST084,2022-07-07,773.56,Health,North,0,New
CUST084,2024-09-05,92.67,Home,South,1,Active
CUST085,2023-04-24,901.41,Clothing,West,0,New
CUST085,2024-07-03,395.31,Electronics,West,1,Active
CUST085,2024-07-20,635.52,Health,East,2,Active
CUST085,2024-08-25,380.53,Books,South,3,Active
CUST086,2024-03-17,629.6,Health,South,0,New
CUST086,2024-06-06,185.67,Home,North,1,Active
CUST086,2024-11-02,527.87,Home,East,2,Active
CUST087,2022-03-24,178.82,Clothing,South,0,New
CUST087,2023-04-06,122.34,Electronics,East,1,Active
CUST087,2023-06-05,850.73,Books,South,2,Active
CUST088,2022-03-15,519.09,Books,West,0,New
CUST088,2022-11-05,235.66,Clothing,West,1,Active
CUST088,2024-02-19,706.62,Home,South,2,Active
CUST089,2022-04-13,106.7,Clothing,East,0,New
CUST089,2024-08-03,66.98,Health,East,1,Active
CUST090,2023-12-06,837.62,Books,West,0,New
CUST090,2024-06-23,757.0,Electronics,South,1,Active
CUST090,2024-07-11,326.12,Health,East,2,Active
CUST091,2022-06-11,363.19,Books,South,0,New
CUST091,2023-05-24,694.98,Clothing,West,1,Active
CUST091,2024-05-18,33.04,Clothing,East,2,Active
CUST092,2022-04-05,311.57,Clothing,South,0,New
CUST092,2024-05-08,686.18,Home,North,1,Active
CUST093,2022-05-04,524.87,Home,South,0,New
CUST093,2022-09-05,321.21,Books,West,1,Active
CUST093,2023-01-03,285.86,Electronics,South,2,Active
CUST094,2022-06-03,394.79,Home,South,0,New
CUST094,2024-05-01,28.04,Health,West,1,Active
CUST094,2024-08-20,90.54,Health,West,2,Active
CUST095,2022-06-08,830.45,Electronics,North,0,New
CUST095,2023-12-13,181.56,Health,East,1,Active
CUST095,2024-04-19,550.16,Books,West,2,Active
CUST096,2022-12-06,962.82,Clothing,West,0,New
CUST096,2023-03-15,234.23,Health,East,1,Active
CUST097,2022-04-22,910.23,Home,East,0,New
CUST098,2022-03-31,965.98,Home,West,0,New
CUST098,2022-06-01,204.02,Electronics,South,1,Active
CUST098,2022-06-27,15.47,Electronics,West,2,Active
CUST098,2022-10-11,872.75,Health,West,3,Active
CUST098,2023-08-03,854.48,Home,East,4,Active
CUST098,2024-06-15,778.65,Health,North,5,Power User
CUST098,2024-09-19,21.24,Electronics,East,6,Power User
CUST099,2022-10-07,637.07,Home,South,0,New
CUST099,2024-08-09,125.9,Home,North,1,Active
CUST099,2024-12-23,359.82,Health,North,2,Active
CUST100,2023-08-03,391.25,Electronics,South,0,New
CUST102,2022-08-07,477.49,Electronics,North,0,New
CUST102,2023-11-04,626.66,Home,North,1,Active
CUST103,2022-07-24,627.07,Books,South,0,New
CUST103,2022-09-05,640.05,Electronics,South,1,Active
CUST103,2023-03-11,516.97,Books,West,2,Active
CUST103,2023-07-24,433.9,Electronics,East,3,Active
CUST103,2024-07-02,896.57,Clothing,East,4,Active
CUST103,2024-07-18,951.1,Books,South,5,Power User
CUST103,2024-12-28,86.96,Home,South,6,Power User
CUST104,2023-06-02,653.14,Books,North,0,New
CUST104,2023-09-30,344.62,Clothing,West,1,Active
CUST104,2024-09-07,779.38,Health,East,2,Active
CUST104,2024-09-26,126.35,Clothing,South,3,Active
CUST105,2023-05-15,110.46,Health,South,0,New
CUST105,2023-07-20,915.72,Electronics,South,1,Active
CUST105,2024-05-20,289.04,Health,West,2,Active
CUST105,2024-09-03,382.5,Clothing,South,3,Active
CUST106,2023-05-28,232.03,Books,South,0,New
CUST106,2024-05-28,737.72,Home,South,1,Active
CUST106,2024-06-07,753.11,Clothing,West,2,Active
CUST107,2024-12-13,284.61,Home,North,0,New
CUST108,2022-02-25,615.73,Clothing,East,0,New
CUST108,2023-10-17,293.68,Electronics,East,1,Active
CUST108,2024-09-18,497.7,Books,West,2,Active
CUST109,2022-01-29,710.99,Home,South,0,New
CUST109,2022-03-08,207.68,Home,South,1,Active
CUST109,2022-10-01,930.4,Home,North,2,Active
CUST109,2023-02-21,194.65,Books,West,3,Active
CUST109,2023-05-26,655.44,Books,North,4,Active
CUST109,2023-06-27,399.17,Books,South,5,Power User
CUST109,2023-08-13,561.23,Clothing,South,6,Power User
CUST109,2024-03-01,619.69,Clothing,North,7,Power User
CUST110,2022-08-31,116.81,Clothing,North,0,New
CUST110,2024-04-07,646.0,Books,West,1,Active
CUST111,2023-05-22,553.25,Health,East,0,New
CUST111,2024-04-26,906.3,Books,North,1,Active
CUST111,2024-08-21,93.99,Health,East,2,Active
CUST111,2024-10-02,292.85,Health,East,3,Active
CUST112,2022-11-09,862.12,Electronics,North,0,New
CUST112,2024-08-02,499.48,Home,West,1,Active
CUST112,2024-08-04,447.12,Home,West,2,Active
CUST112,2024-08-15,93.27,Home,South,3,Active
CUST113,2023-03-20,648.72,Clothing,East,0,New
CUST113,2023-12-22,553.73,Books,North,1,Active
CUST114,2023-07-08,497.59,Electronics,West,0,New
CUST114,2024-03-31,171.31,Books,South,1,Active
CUST114,2024-10-09,22.03,Home,West,2,Active
CUST114,2024-10-11,970.18,Home,East,3,Active
CUST115,2022-03-01,299.22,Home,West,0,New
CUST115,2023-06-26,251.55,Home,North,1,Active
CUST116,2023-03-25,694.03,Electronics,West,0,New
CUST117,2022-06-03,332.08,Electronics,West,0,New
CUST117,2022-11-10,515.64,Clothing,North,1,Active
CUST117,2023-08-09,323.75,Health,South,2,Active
CUST117,2024-12-10,623.93,Home,South,3,Active
CUST118,2022-04-16,130.82,Home,East,0,New
CUST118,2022-08-07,128.4,Clothing,North,1,Active
CUST118,2023-11-09,536.04,Electronics,South,2,Active
CUST118,2023-11-19,976.09,Health,North,3,Active
CUST118,2024-06-21,753.36,Clothing,South,4,Active
CUST119,2022-06-25,206.73,Books,South,0,New
CUST119,2023-07-02,796.86,Electronics,North,1,Active
CUST120,2022-10-19,805.64,Home,South,0,New
CUST120,2023-05-28,715.06,Clothing,West,1,Active
CUST120,2024-10-08,963.59,Home,East,2,Active
CUST121,2024-06-18,931.45,Home,East,0,New
CUST122,2023-02-02,637.19,Books,East,0,New
CUST122,2023-05-13,899.57,Home,South,1,Active
CUST122,2023-05-15,19.11,Health,North,2,Active
CUST122,2024-10-17,532.42,Home,North,3,Active
CUST122,2024-12-04,891.36,Health,East,4,Active
CUST123,2023-09-06,811.27,Health,West,0,New
CUST124,2023-07-22,25.3,Home,North,0,New
CUST125,2023-01-22,764.0,Electronics,South,0,New
CUST125,2023-05-05,898.14,Health,North,1,Active
CUST125,2023-07-21,376.46,Books,West,2,Active
CUST125,2023-08-14,699.07,Clothing,South,3,Active
CUST126,2022-12-25,613.47,Health,East,0,New
CUST126,2024-02-24,478.74,Electronics,West,1,Active
CUST127,2022-09-16,416.28,Electronics,West,0,New
CUST127,2024-12-27,587.82,Electronics,South,1,Active
CUST128,2022-08-05,888.34,Electronics,North,0,New
CUST129,2022-11-17,128.67,Clothing,North,0,New
CUST129,2023-09-10,812.01,Electronics,North,1,Active
CUST130,2022-02-11,191.57,Home,South,0,New
CUST130,2022-11-20,943.48,Health,South,1,Active
CUST130,2022-11-26,705.99,Clothing,East,2,Active
CUST130,2023-11-29,87.67,Books,West,3,Active
CUST130,2024-02-23,496.7,Electronics,East,4,Active
CUST130,2024-08-30,986.14,Books,West,5,Power User
CUST131,2022-09-12,256.8,Home,North,0,New
CUST131,2023-09-15,506.5,Clothing,West,1,Active
CUST131,2024-07-12,950.56,Health,East,2,Active
CUST131,2024-08-09,888.83,Health,East,3,Active
CUST131,2024-10-16,892.23,Books,East,4,Active
CUST132,2023-04-26,345.64,Clothing,East,0,New
CUST132,2024-10-30,969.61,Electronics,South,1,Active
CUST133,2023-03-23,182.62,Health,North,0,New
CUST134,2023-10-23,46.97,Books,East,0,New
CUST134,2024-08-19,82.04,Electronics,North,1,Active
CUST136,2022-10-21,194.7,Electronics,North,0,New
CUST136,2022-12-15,307.87,Home,North,1,Active
CUST136,2023-02-13,327.57,Books,West,2,Active
CUST136,2023-09-11,868.4,Health,South,3,Active
CUST136,2024-01-05,287.13,Health,West,4,Active
CUST137,2022-06-17,83.81,Home,North,0,New
CUST137,2023-01-27,730.93,Home,East,1,Active
CUST138,2022-04-17,500.23,Health,West,0,New
CUST138,2022-08-24,527.51,Health,East,1,Active
CUST138,2022-11-02,324.82,Books,West,2,Active
CUST138,2023-06-17,272.55,Home,South,3,Active
CUST138,2023-11-25,278.12,Books,West,4,Active
CUST138,2024-07-18,577.7,Health,West,5,Power User
CUST138,2024-08-19,823.64,Electronics,South,6,Power User
CUST139,2022-12-10,502.28,Electronics,South,0,New
CUST139,2023-03-02,594.98,Health,East,1,Active
CUST139,2023-05-07,782.08,Home,West,2,Active
CUST139,2023-07-13,34.07,Electronics,South,3,Active
CUST139,2023-08-26,878.6,Health,North,4,Active
CUST140,2022-01-26,867.51,Electronics,East,0,New
CUST140,2022-02-25,298.32,Clothing,North,1,Active
CUST140,2023-12-22,717.45,Electronics,South,2,Active
CUST140,2024-04-16,646.86,Books,North,3,Active
CUST141,2023-02-10,540.42,Health,North,0,New
CUST141,2023-07-09,203.29,Home,South,1,Active
CUST141,2024-09-26,652.72,Electronics,South,2,Active
CUST142,2022-04-25,665.9,Home,West,0,New
CUST142,2022-10-24,543.95,Home,North,1,Active
CUST142,2023-04-08,878.57,Books,North,2,Active
CUST142,2024-01-11,740.52,Health,West,3,Active
CUST142,2024-02-12,24.25,Electronics,West,4,Active
CUST142,2024-04-04,79.86,Electronics,South,5,Power User
CUST142,2024-04-23,392.24,Home,South,6,Power User
CUST142,2024-09-16,429.98,Health,West,7,Power User
CUST143,2022-07-05,709.79,Health,East,0,New
CUST143,2023-08-13,936.79,Books,South,1,Active
CUST144,2022-02-22,529.51,Health,East,0,New
CUST144,2022-08-23,498.86,Home,North,1,Active
CUST144,2024-04-08,36.25,Electronics,West,2,Active
CUST144,2024-05-20,816.32,Books,East,3,Active
CUST145,2023-10-22,40.2,Clothing,East,0,New
CUST145,2023-11-20,521.14,Electronics,North,1,Active
CUST146,2022-07-28,331.93,Electronics,South,0,New
CUST146,2023-01-13,985.79,Clothing,West,1,Active
CUST146,2023-10-07,103.04,Health,North,2,Active
CUST146,2024-09-21,65.74,Electronics,East,3,Active
CUST147,2023-05-09,93.3,Health,South,0,New
CUST148,2022-05-08,551.24,Home,South,0,New
CUST148,2023-05-10,170.01,Health,North,1,Active
CUST148,2024-08-10,151.56,Books,West,2,Active
CUST148,2024-12-23,196.24,Books,South,3,Active
CUST149,2023-08-24,523.15,Home,South,0,New
CUST149,2023-10-11,45.58,Electronics,East,1,Active
CUST149,2024-07-24,754.85,Electronics,North,2,Active
CUST149,2024-10-04,869.91,Health,South,3,Active
CUST150,2022-08-29,35.16,Health,East,0,New
CUST150,2022-09-02,41.11,Books,North,1,Active
CUST150,2023-09-05,300.66,Health,West,2,Active
CUST150,2023-10-20,594.92,Health,South,3,Active
CUST150,2024-04-21,942.05,Books,South,4,Active
