Customer ID,Transaction Date,Transaction Amount,Category,Region
CUST084,2024-09-05,92.67,Home,South
CUST104,2024-09-07,779.38,Health,East
CUST076,2024-09-15,562.82,Books,West
CUST142,2024-09-16,429.98,Health,West
CUST033,2024-09-17,907.29,Clothing,East
CUST050,2024-09-18,120.09,Electronics,South
CUST108,2024-09-18,497.7,Books,West
CUST098,2024-09-19,21.24,Electronics,East
CUST045,2024-09-19,473.97,Home,East
CUST146,2024-09-21,65.74,Electronics,East
CUST078,2024-09-25,127.63,Health,West
CUST104,2024-09-26,126.35,Clothing,South
CUST141,2024-09-26,652.72,Electronics,South
CUST001,2024-09-27,748.58,Clothing,East
CUST078,2024-09-29,587.54,Books,East
CUST074,2024-09-30,962.55,Books,South
CUST054,2024-10-02,381.12,Health,East
CUST111,2024-10-02,292.85,Health,East
CUST149,2024-10-04,869.91,Health,South
CUST083,2024-10-04,231.36,Clothing,West
CUST120,2024-10-08,963.59,Home,East
CUST114,2024-10-09,22.03,Home,West
CUST114,2024-10-11,970.18,Home,East
CUST055,2024-10-11,52.73,Books,East
CUST131,2024-10-16,892.23,Books,East
CUST122,2024-10-17,532.42,Home,North
CUST044,2024-10-17,993.04,Health,West
CUST022,2024-10-21,83.06,Electronics,West
CUST073,2024-10-25,558.32,Home,East
CUST132,2024-10-30,969.61,Electronics,South
CUST086,2024-11-02,527.87,Home,East
CUST024,2024-11-05,633.1,Electronics,North
CUST061,2024-11-06,698.79,Health,East
CUST080,2024-11-08,460,Books,North
CUST058,2024-11-19,631.28,Home,East
CUST051,2024-11-24,588.47,Home,West
CUST038,2024-11-26,902.15,Health,East
CUST007,2024-11-27,54.99,Clothing,West
CUST012,2024-11-28,288.15,Home,South
CUST063,2024-12-03,950.91,Electronics,South
CUST122,2024-12-04,891.36,Health,East
CUST019,2024-12-06,461.1,Clothing,East
CUST117,2024-12-10,623.93,Home,South
CUST107,2024-12-13,284.61,Home,North
CUST148,2024-12-23,196.24,Books,South
CUST050,2024-12-23,469.06,Clothing,South
CUST099,2024-12-23,359.82,Health,North
CUST127,2024-12-27,587.82,Electronics,South
CUST103,2024-12-28,86.96,Home,South
CUST063,2024-12-29,974.65,Health,North
CUST038,2024-12-29,986.35,Books,North
